dataset_name,model_name,observation,metric_params,BreakDown,LIME,MAPLE,SHAP
hydraulic,IForest,686,"{""base_strategy"": ""mean""}",-0.5469300123671967,-0.9409798948377404,0.31868832630141697,-0.8948538959050658
hydraulic,IForest,695,"{""base_strategy"": ""mean""}",-0.6379266508909106,-0.9640888563234583,0.5546700031151542,-0.5863142482688979
hydraulic,IForest,699,"{""base_strategy"": ""mean""}",-0.5659132389004644,-0.9233195389515183,0.6552526015711362,-0.5842705544012695
hydraulic,IForest,706,"{""base_strategy"": ""mean""}",-0.5597271475655037,-0.938742638498712,0.9419638271747995,-0.5860777295810649
hydraulic,IForest,718,"{""base_strategy"": ""mean""}",-0.5584039017551053,-0.8978320277491149,0.9239528279804963,-0.7608498982033128
hydraulic,IForest,749,"{""base_strategy"": ""mean""}",-0.7854243063412528,-0.8343006638390428,0.9403925898043705,-0.8232987698655416
hydraulic,IForest,782,"{""base_strategy"": ""mean""}",-0.753138244907827,-0.9867515979933975,0.17282978865256715,-0.8923853777875743
hydraulic,IForest,844,"{""base_strategy"": ""mean""}",-0.8502186604005038,-0.9763231950442413,0.18198411337629897,-0.9631125690258913
hydraulic,IForest,892,"{""base_strategy"": ""mean""}",-0.8429116078656809,-0.9620778254097557,0.524166003574626,-0.9225846169567127
hydraulic,IForest,901,"{""base_strategy"": ""mean""}",-0.8478073421470722,-0.9798614319288016,0.05825063744425065,-0.9254409147361206
hydraulic,IForest,949,"{""base_strategy"": ""mean""}",-0.8376319105010712,-0.864335277172569,0.5296561138910363,-0.8985044928040858
hydraulic,IForest,966,"{""base_strategy"": ""mean""}",-0.6865796634781763,-0.8433177682308323,0.9274851595135388,-0.9149568266432629
hydraulic,IForest,994,"{""base_strategy"": ""mean""}",-0.8187434200406197,-0.9240893884433896,0.8414760185109961,-0.9118108566358607
hydraulic,IForest,996,"{""base_strategy"": ""mean""}",-0.8281271559366543,-0.8974233343567543,0.8309251015644398,-0.9689047052745006
hydraulic,IForest,1015,"{""base_strategy"": ""mean""}",-0.8140921122400278,-0.9156646514467215,0.7826797537662867,-0.9525809536450152
hydraulic,IForest,1052,"{""base_strategy"": ""mean""}",-0.8558142324313149,-0.9552434281993702,-0.2478391418960762,-0.9442946694476426
hydraulic,IForest,1139,"{""base_strategy"": ""mean""}",-0.8429635787387617,-0.9418978503504737,0.5774088868422852,-0.8661287776049392
hydraulic,IForest,1291,"{""base_strategy"": ""mean""}",-0.7672453798686826,-0.9457361873289707,0.9893349645929568,-0.7118600142631997
hydraulic,IForest,1295,"{""base_strategy"": ""mean""}",-0.775727973141832,-0.9605190959104157,0.9936592454225266,-0.7013200533770066
hydraulic,IForest,1309,"{""base_strategy"": ""mean""}",-0.7482317835999608,-0.930851245459264,0.9847950206722096,-0.669252613101917
hydraulic,IForest,1371,"{""base_strategy"": ""mean""}",-0.8166421523553921,-0.8683567221761646,0.8393244119686039,-0.9396810883988435
hydraulic,IForest,1431,"{""base_strategy"": ""mean""}",-0.7892998126795118,-0.9602298616997412,0.9820361805371887,-0.7275226510037681
hydraulic,IForest,1511,"{""base_strategy"": ""mean""}",0.04265621078946135,-0.7489198823107074,0.3445131860893951,-0.20950398436140752
hydraulic,IForest,1521,"{""base_strategy"": ""mean""}",0.028267420912029863,-0.46793753875837246,0.15274746124490285,-0.35595967272660456
hydraulic,IForest,1553,"{""base_strategy"": ""mean""}",-0.3344121390035934,-0.729850524170625,-0.4427577470757742,-0.597087846475874
hydraulic,IForest,1563,"{""base_strategy"": ""mean""}",0.0036064974159280747,-0.4053328653032299,0.05285904177099583,-0.36307216141480825
hydraulic,IForest,1627,"{""base_strategy"": ""mean""}",-0.22816955662348723,-0.6319511569253405,0.4704891177471388,-0.5099573318026661
hydraulic,IForest,1659,"{""base_strategy"": ""mean""}",-0.25102217681695216,-0.7030348646765022,-0.8378014543954867,-0.2639310818270908
hydraulic,IForest,1691,"{""base_strategy"": ""mean""}",0.23840385371296863,0.2010631083507653,-0.8374297694370934,0.05430242572875921
hydraulic,IForest,1704,"{""base_strategy"": ""mean""}",-0.28529366307863935,-0.20641634738759349,0.7624148962282996,-0.15579185417840496
hydraulic,IForest,1708,"{""base_strategy"": ""mean""}",-0.5149488737227551,-0.384801875421678,0.7484767918546024,-0.4566547937350477
hydraulic,IForest,1776,"{""base_strategy"": ""mean""}",0.5235527311119144,0.15700718958020132,-0.939442288437741,0.5044681154191647
hydraulic,IForest,1792,"{""base_strategy"": ""mean""}",0.47723552921384516,0.31044485876884487,0.2759636072057905,0.4420850737479716
hydraulic,IForest,1861,"{""base_strategy"": ""mean""}",0.5721482400694927,0.5763702586829251,0.352090515602485,0.4664005744234045
hydraulic,IForest,1890,"{""base_strategy"": ""mean""}",0.3663371916022688,0.03961722060291209,-0.8519992221492493,0.19870881317520556
hydraulic,IForest,2074,"{""base_strategy"": ""mean""}",0.1252162079344989,0.296283097813892,-0.4564911531016494,-0.10744213874025679
hydraulic,IForest,2166,"{""base_strategy"": ""mean""}",-0.40454722936929155,-0.575169600291052,-0.7255759603764957,-0.4698198170855813
hydraulic,IForest,2167,"{""base_strategy"": ""mean""}",-0.2694643163724871,-0.5582829064349392,-0.7028559111735295,-0.400932585488196
hydraulic,IForest,2177,"{""base_strategy"": ""mean""}",-0.23888500958162195,-0.5490913012154626,-0.5233954888763479,-0.2804194285861682
