dataset_name,model_name,observation,metric_params,BreakDown,LIME
hydraulic,IForest,966,"{""base_strategy"": ""mean""}",-0.6865796634781763,-0.8433177682308323
hydraulic,IForest,994,"{""base_strategy"": ""mean""}",-0.8187434200406197,-0.9240893884433896
hydraulic,IForest,996,"{""base_strategy"": ""mean""}",-0.8281271559366543,-0.8974233343567543
hydraulic,IForest,1015,"{""base_strategy"": ""mean""}",-0.8140921122400278,-0.9156646514467215
hydraulic,IForest,1052,"{""base_strategy"": ""mean""}",-0.8558142324313149,-0.9552434281993702
hydraulic,IForest,1139,"{""base_strategy"": ""mean""}",-0.8429635787387617,-0.9418978503504737
hydraulic,IForest,1291,"{""base_strategy"": ""mean""}",-0.7672453798686826,-0.9457361873289707
hydraulic,IForest,1295,"{""base_strategy"": ""mean""}",-0.775727973141832,-0.9605190959104157
hydraulic,IForest,1309,"{""base_strategy"": ""mean""}",-0.7482317835999608,-0.930851245459264
hydraulic,IForest,1371,"{""base_strategy"": ""mean""}",-0.8166421523553921,-0.8683567221761646
hydraulic,IForest,1431,"{""base_strategy"": ""mean""}",-0.7892998126795118,-0.9602298616997412
hydraulic,IForest,1511,"{""base_strategy"": ""mean""}",0.04265621078946135,-0.7489198823107074
hydraulic,IForest,1521,"{""base_strategy"": ""mean""}",0.028267420912029863,-0.46793753875837246
hydraulic,IForest,1553,"{""base_strategy"": ""mean""}",-0.3344121390035934,-0.729850524170625
hydraulic,IForest,1563,"{""base_strategy"": ""mean""}",0.0036064974159280747,-0.4053328653032299
hydraulic,IForest,1627,"{""base_strategy"": ""mean""}",-0.22816955662348723,-0.6319511569253405
hydraulic,IForest,1659,"{""base_strategy"": ""mean""}",-0.25102217681695216,-0.7030348646765022
hydraulic,IForest,1691,"{""base_strategy"": ""mean""}",0.23840385371296863,0.2010631083507653
hydraulic,IForest,1704,"{""base_strategy"": ""mean""}",-0.28529366307863935,-0.20641634738759349
hydraulic,IForest,1708,"{""base_strategy"": ""mean""}",-0.5149488737227551,-0.384801875421678
hydraulic,IForest,1776,"{""base_strategy"": ""mean""}",0.5235527311119144,0.15700718958020132
hydraulic,IForest,1792,"{""base_strategy"": ""mean""}",0.47723552921384516,0.31044485876884487
hydraulic,IForest,1861,"{""base_strategy"": ""mean""}",0.5721482400694927,0.5763702586829251
hydraulic,IForest,1890,"{""base_strategy"": ""mean""}",0.3663371916022688,0.03961722060291209
hydraulic,IForest,2074,"{""base_strategy"": ""mean""}",0.1252162079344989,0.296283097813892
hydraulic,IForest,2166,"{""base_strategy"": ""mean""}",-0.40454722936929155,-0.575169600291052
hydraulic,IForest,2167,"{""base_strategy"": ""mean""}",-0.2694643163724871,-0.5582829064349392
hydraulic,IForest,2177,"{""base_strategy"": ""mean""}",-0.23888500958162195,-0.5490913012154626
