dataset_name,model_name,observation,metric_params,BreakDown,LIME,MAPLE,SHAP
hydraulic,IForest,1,"{""normalise"": true, ""nr_samples"": 200}",6.542494421104206,16.38286213387543,5.59187466015644,5.209231327873784
hydraulic,IForest,13,"{""normalise"": true, ""nr_samples"": 200}",13.786375539175939,15.016016130648245,9.582946300590084,7.604103279103753
hydraulic,IForest,63,"{""normalise"": true, ""nr_samples"": 200}",11.169861782340096,13.315939490300371,9.76413479639135,10.119254658399033
hydraulic,IForest,78,"{""normalise"": true, ""nr_samples"": 200}",15.736098102185801,19.988608915199162,21.93157066255509,8.99318376521523
hydraulic,IForest,101,"{""normalise"": true, ""nr_samples"": 200}",13.936259463063498,14.401998161882934,11.138177076835923,16.945431046638696
hydraulic,IForest,102,"{""normalise"": true, ""nr_samples"": 200}",16.492652821789395,19.63929581314439,15.26309498457216,10.431098413822118
hydraulic,IForest,122,"{""normalise"": true, ""nr_samples"": 200}",13.839725957169652,13.59197761189867,10.96492040764531,11.576001027815222
hydraulic,IForest,162,"{""normalise"": true, ""nr_samples"": 200}",16.06523737989356,13.45859195860076,9.819064358271701,10.345617183551601
hydraulic,IForest,175,"{""normalise"": true, ""nr_samples"": 200}",11.807414681477256,20.35270503034107,13.646198541995687,11.67793689277232
hydraulic,IForest,309,"{""normalise"": true, ""nr_samples"": 200}",16.36011865773893,16.85553211477228,8.94826193213605,8.970492283431875
hydraulic,IForest,323,"{""normalise"": true, ""nr_samples"": 200}",13.215257225755684,27.995736392837422,12.655841274619258,11.256882237274617
hydraulic,IForest,334,"{""normalise"": true, ""nr_samples"": 200}",13.49009385271156,18.091575505955213,10.476520048368707,10.560878289363417
hydraulic,IForest,348,"{""normalise"": true, ""nr_samples"": 200}",4.208962254423167,3.701555665207222,4.865178133542074,3.3201107333620685
hydraulic,IForest,365,"{""normalise"": true, ""nr_samples"": 200}",9.611119796822134,14.075370067894188,2.9331122454784477,7.154881898911365
hydraulic,IForest,386,"{""normalise"": true, ""nr_samples"": 200}",12.09614897350538,28.51267668885778,8.779432037332345,6.090550501750023
hydraulic,IForest,415,"{""normalise"": true, ""nr_samples"": 200}",11.661348808082359,12.331999346914184,5.380511884475203,4.093933977287313
hydraulic,IForest,523,"{""normalise"": true, ""nr_samples"": 200}",11.067339139716992,15.519753956046673,13.339460842254525,7.458543535493344
hydraulic,IForest,621,"{""normalise"": true, ""nr_samples"": 200}",4.549125955816986,15.30523256682638,7.13046533703965,6.173387350676194
hydraulic,IForest,641,"{""normalise"": true, ""nr_samples"": 200}",20.48264319968954,18.30370158012111,5.867205349272116,12.858072839854374
hydraulic,IForest,686,"{""normalise"": true, ""nr_samples"": 200}",16.635299888520397,36.21736661959632,4.953213520112672,7.058809925359707
hydraulic,IForest,695,"{""normalise"": true, ""nr_samples"": 200}",16.428925978070286,13.969697300827931,8.48337140046506,10.47310291558232
hydraulic,IForest,699,"{""normalise"": true, ""nr_samples"": 200}",12.112747369528675,18.46232916413947,12.479058620951117,9.933221799352223
hydraulic,IForest,706,"{""normalise"": true, ""nr_samples"": 200}",11.039811833649598,14.831125465685034,8.59049582869744,9.972432922535393
hydraulic,IForest,718,"{""normalise"": true, ""nr_samples"": 200}",11.244980119659436,18.35061022337337,9.51020007850012,12.012713623657593
hydraulic,IForest,749,"{""normalise"": true, ""nr_samples"": 200}",15.565970908490785,15.612332506981955,23.88740591741014,9.873115854367148
hydraulic,IForest,782,"{""normalise"": true, ""nr_samples"": 200}",14.530669062582758,20.023593160192256,10.320852330165724,12.135955381601171
hydraulic,IForest,844,"{""normalise"": true, ""nr_samples"": 200}",11.874445127629498,14.33576426877298,11.157396817222196,9.98635739753468
hydraulic,IForest,892,"{""normalise"": true, ""nr_samples"": 200}",11.400701826245676,16.69495235302464,11.301361366831767,10.575339167348696
hydraulic,IForest,901,"{""normalise"": true, ""nr_samples"": 200}",14.414726934083236,23.46627678258983,7.893507782202666,9.540586726364037
hydraulic,IForest,949,"{""normalise"": true, ""nr_samples"": 200}",16.858417059537036,16.70107823919711,10.40796964814711,13.273684193829993
hydraulic,IForest,966,"{""normalise"": true, ""nr_samples"": 200}",10.862652080350204,17.678928157409604,9.054270074636072,8.526563962642369
hydraulic,IForest,994,"{""normalise"": true, ""nr_samples"": 200}",16.583169886007084,23.148746942739784,11.834630815894567,10.574636993157428
hydraulic,IForest,996,"{""normalise"": true, ""nr_samples"": 200}",14.398530330323714,14.936011002017475,9.398071742966504,10.208662480879745
hydraulic,IForest,1015,"{""normalise"": true, ""nr_samples"": 200}",15.670808243222492,15.312621988641078,9.533409059333856,9.614729241147344
hydraulic,IForest,1052,"{""normalise"": true, ""nr_samples"": 200}",18.621989808165353,15.780573339756362,14.087068463464817,10.894176836702485
hydraulic,IForest,1139,"{""normalise"": true, ""nr_samples"": 200}",22.488596004906963,17.006530998746847,12.135767238188617,12.444493719012621
hydraulic,IForest,1291,"{""normalise"": true, ""nr_samples"": 200}",11.761810865733937,19.41766984450846,10.309989996863933,9.352280349298924
hydraulic,IForest,1295,"{""normalise"": true, ""nr_samples"": 200}",17.23728292800185,13.808970060685828,9.226998908488637,9.769709815129852
hydraulic,IForest,1309,"{""normalise"": true, ""nr_samples"": 200}",15.231052483844332,14.516656803995803,10.517082572785593,10.356543190820318
hydraulic,IForest,1371,"{""normalise"": true, ""nr_samples"": 200}",12.437823620250082,17.175123663641514,13.624083334775863,11.25751734931212
hydraulic,IForest,1431,"{""normalise"": true, ""nr_samples"": 200}",19.270307835162406,15.988111025590761,15.258102893177112,9.814243158154012
hydraulic,IForest,1511,"{""normalise"": true, ""nr_samples"": 200}",9.99692546271872,13.020467944141544,5.728786311973472,6.116569351780151
hydraulic,IForest,1521,"{""normalise"": true, ""nr_samples"": 200}",9.385972120164636,12.979889078243321,6.497215728334004,5.646375512692555
hydraulic,IForest,1553,"{""normalise"": true, ""nr_samples"": 200}",11.371062643291065,5.6593250953314636,7.270745751115339,5.758349719981833
hydraulic,IForest,1563,"{""normalise"": true, ""nr_samples"": 200}",11.382794173980388,8.700959618129037,6.263612617679701,5.542828934104315
hydraulic,IForest,1627,"{""normalise"": true, ""nr_samples"": 200}",8.150976272062964,4.464575353556244,5.848281795135653,5.91975298633849
hydraulic,IForest,1659,"{""normalise"": true, ""nr_samples"": 200}",10.180294002408452,3.903905439147812,6.481460035187321,7.137993228226431
hydraulic,IForest,1691,"{""normalise"": true, ""nr_samples"": 200}",10.090926438100494,4.61780063475074,6.385500579316823,5.748651758677016
hydraulic,IForest,1704,"{""normalise"": true, ""nr_samples"": 200}",10.929875288881389,4.266650162340328,5.448483374558063,4.952810471696563
hydraulic,IForest,1708,"{""normalise"": true, ""nr_samples"": 200}",5.10400060883006,4.671520880453975,9.052716815465097,5.241111986380531
hydraulic,IForest,1776,"{""normalise"": true, ""nr_samples"": 200}",12.213214702816927,12.614597474532976,13.655562713953245,7.058838225605388
hydraulic,IForest,1792,"{""normalise"": true, ""nr_samples"": 200}",6.435719942872583,4.592734325828693,9.649280995142623,4.94530872039275
hydraulic,IForest,1861,"{""normalise"": true, ""nr_samples"": 200}",9.661632091713614,6.088590311980099,6.829172084841562,7.555871674101948
hydraulic,IForest,1890,"{""normalise"": true, ""nr_samples"": 200}",9.091450519304287,5.875131281287442,10.907666665816999,5.212561600775981
hydraulic,IForest,2074,"{""normalise"": true, ""nr_samples"": 200}",8.526469853981943,6.146367668650747,6.808437510948772,6.766861309863138
hydraulic,IForest,2166,"{""normalise"": true, ""nr_samples"": 200}",6.729282308031308,5.293976928014777,7.257771695470835,3.7253717501246464
hydraulic,IForest,2167,"{""normalise"": true, ""nr_samples"": 200}",7.402804114734763,9.07767727505816,7.628927308838003,4.057803385340478
hydraulic,IForest,2177,"{""normalise"": true, ""nr_samples"": 200}",6.753531884109699,6.461569276904755,6.044945709908012,4.852977832067989
