dataset_name,model_name,observation,metric_params,BreakDown,LIME,MAPLE,SHAP
hydraulic,IForest,1,"{""normalise"": true, ""nr_samples"": 200}",6.083049722480014,17.83911053906152,5.0438288998992125,6.311675182044173
hydraulic,IForest,13,"{""normalise"": true, ""nr_samples"": 200}",13.726106769119601,13.583948257866817,6.8628311018140815,10.682343639868156
hydraulic,IForest,63,"{""normalise"": true, ""nr_samples"": 200}",13.970606532570931,15.801211712470552,12.086244332475918,9.590038909807522
hydraulic,IForest,78,"{""normalise"": true, ""nr_samples"": 200}",12.471981570387257,17.81479694246336,10.525673479617979,9.078743340053915
hydraulic,IForest,101,"{""normalise"": true, ""nr_samples"": 200}",12.840623279941106,19.491656737541373,13.975622993093552,8.867391889309738
hydraulic,IForest,102,"{""normalise"": true, ""nr_samples"": 200}",12.644905355873302,13.655453505910426,9.488724250491774,11.81007729807268
hydraulic,IForest,122,"{""normalise"": true, ""nr_samples"": 200}",12.026235575810668,16.735458810769458,9.652211209362836,10.168814240152
hydraulic,IForest,162,"{""normalise"": true, ""nr_samples"": 200}",17.849794574744166,20.361448686243637,9.0841022032442,11.928057429633036
hydraulic,IForest,175,"{""normalise"": true, ""nr_samples"": 200}",13.164188114837472,14.421719041630372,10.192620256917065,9.31860406098098
hydraulic,IForest,309,"{""normalise"": true, ""nr_samples"": 200}",13.197939946021753,15.494283464692977,7.96905762182264,12.858126008210963
hydraulic,IForest,323,"{""normalise"": true, ""nr_samples"": 200}",13.702210640295757,15.000760472317843,13.205335021964096,9.904774855284325
hydraulic,IForest,334,"{""normalise"": true, ""nr_samples"": 200}",19.757792698436894,15.302419864985438,21.107317652576025,7.860944741395566
hydraulic,IForest,348,"{""normalise"": true, ""nr_samples"": 200}",4.401913300777432,3.881309004137594,3.1774008987624507,3.448182131561556
hydraulic,IForest,365,"{""normalise"": true, ""nr_samples"": 200}",7.5885055907954335,16.73019676979025,4.076300574734461,6.916244106725534
hydraulic,IForest,386,"{""normalise"": true, ""nr_samples"": 200}",15.924980473013386,15.46348924693665,4.5524743328324515,6.202468879513313
hydraulic,IForest,415,"{""normalise"": true, ""nr_samples"": 200}",11.050920347306862,11.744505711999155,6.686299181379893,3.8645015499353916
hydraulic,IForest,523,"{""normalise"": true, ""nr_samples"": 200}",9.040268850440045,15.598713823147449,6.774642353688283,10.265982717542647
hydraulic,IForest,621,"{""normalise"": true, ""nr_samples"": 200}",4.6895199056501955,11.579884555769706,5.752860342528832,5.730039821379712
hydraulic,IForest,641,"{""normalise"": true, ""nr_samples"": 200}",16.73124814390518,13.288941081114839,7.61725132897198,7.8901467795585
hydraulic,IForest,686,"{""normalise"": true, ""nr_samples"": 200}",13.049996690572108,11.773191119439915,5.376988497404552,7.060371396808853
hydraulic,IForest,695,"{""normalise"": true, ""nr_samples"": 200}",15.215438570281199,18.1476547345614,11.879849177389335,11.85336923917107
hydraulic,IForest,699,"{""normalise"": true, ""nr_samples"": 200}",16.77506445082437,16.139774235483753,6.63248502761141,9.549314461948814
hydraulic,IForest,706,"{""normalise"": true, ""nr_samples"": 200}",14.543900467822988,20.79134374341448,7.983733529438176,9.79754248154305
hydraulic,IForest,718,"{""normalise"": true, ""nr_samples"": 200}",13.92405602106362,15.769842926478224,7.627795551660411,9.960791999621636
hydraulic,IForest,749,"{""normalise"": true, ""nr_samples"": 200}",11.171743552768456,16.8549124659636,13.115514549106722,7.808503716555994
hydraulic,IForest,782,"{""normalise"": true, ""nr_samples"": 200}",14.000860990723844,24.83089712151833,29.0200166640735,11.806252294319025
hydraulic,IForest,844,"{""normalise"": true, ""nr_samples"": 200}",16.581809506828296,18.2461049015059,11.255558505037873,11.878649139984857
