dataset_name,model_name,observation,metric_params,BreakDown,LIME,MAPLE,SHAP
hydraulic,IForest,892,"{""normalise"": true}",1.507034997121779,1.456419826398258,1.5774911816768495,1.7071077874014176
hydraulic,IForest,901,"{""normalise"": true}",1.3942134516025635,1.3802853605445733,1.1505217695529888,1.7221610801843508
hydraulic,IForest,949,"{""normalise"": true}",1.4586702444883395,1.4489016004300672,0.9849659312280143,1.6174415021967783
hydraulic,IForest,966,"{""normalise"": true}",1.4570271591584842,1.4427714177022755,1.3305546498353915,1.1889708634763885
hydraulic,IForest,994,"{""normalise"": true}",1.487235543704134,1.5521761304615893,1.0880168188361983,1.615803880457985
hydraulic,IForest,996,"{""normalise"": true}",1.4831406052839071,1.5450326600117898,0.9512251015540832,1.6507564254351486
hydraulic,IForest,1015,"{""normalise"": true}",1.4433449197539499,1.5741532918472272,1.3217486828717464,1.7303082845192663
hydraulic,IForest,1052,"{""normalise"": true}",1.4231560804015824,1.5058806259424995,1.4725866579472724,1.73847575102668
hydraulic,IForest,1139,"{""normalise"": true}",1.366170061549746,1.4645658464893765,1.276776887390778,1.7447281925076483
hydraulic,IForest,1291,"{""normalise"": true}",1.5813729542689663,1.1607392483577372,1.1504017762026855,1.5917763157671303
hydraulic,IForest,1295,"{""normalise"": true}",1.5806057816979187,1.2256416909683459,1.183916537517508,1.6473309499983386
hydraulic,IForest,1309,"{""normalise"": true}",1.5768799903965973,1.1812248426135417,1.252498275471894,1.7254257774581498
hydraulic,IForest,1371,"{""normalise"": true}",1.4443290116361147,1.2671563432129473,1.2388456044325151,1.6758178458773796
hydraulic,IForest,1431,"{""normalise"": true}",1.5765089108353947,1.1047723429326242,1.127759330774402,1.6418242222469743
hydraulic,IForest,1511,"{""normalise"": true}",1.553976293685778,1.3606584454167863,1.207986913002518,1.358532896831379
hydraulic,IForest,1521,"{""normalise"": true}",1.538239843766709,1.4754811943060486,1.150575911669645,1.1784689008799634
hydraulic,IForest,1553,"{""normalise"": true}",1.3885312888721124,1.2795342409531114,0.7066810585902971,0.6366780183108998
hydraulic,IForest,1563,"{""normalise"": true}",1.51131361809644,1.5180798670186837,0.9872688640326205,1.0593351622464264
hydraulic,IForest,1627,"{""normalise"": true}",1.429327242790926,1.3866417830524485,1.3724186456218372,0.9342327129812685
hydraulic,IForest,1659,"{""normalise"": true}",1.3592405118856163,1.141410000820982,1.20566439260962,1.3651602780532286
hydraulic,IForest,1691,"{""normalise"": true}",1.4065548937876857,1.2593430057581019,1.186722017734725,1.3279418112771701
hydraulic,IForest,1704,"{""normalise"": true}",1.2456230060971252,1.2208279745400514,1.1559424863955645,1.4447907483541513
hydraulic,IForest,1708,"{""normalise"": true}",1.1712223369874089,1.1102570754928822,1.2619318863377884,1.414772529332274
hydraulic,IForest,1776,"{""normalise"": true}",1.4012810189129468,1.0785282067762032,1.1090996726123876,1.4806041626932298
hydraulic,IForest,1792,"{""normalise"": true}",1.2511469277717202,0.6417231684196959,1.3436598986303818,1.4168054548107285
hydraulic,IForest,1861,"{""normalise"": true}",1.36501337123153,0.946061253316304,1.5827856339934891,1.4694988973544831
hydraulic,IForest,1890,"{""normalise"": true}",1.3492477245487016,1.1908527616286066,1.0767868119018014,0.9304005387617169
hydraulic,IForest,2074,"{""normalise"": true}",1.3241576550512275,1.2185959873443395,1.1363353648871963,1.5471957482209688
hydraulic,IForest,2166,"{""normalise"": true}",1.3451238124735914,1.2660201091819971,1.0518236800499707,1.012192005802988
hydraulic,IForest,2167,"{""normalise"": true}",1.1617755570842032,1.2516133296383938,1.1060878056970587,1.0994458119220276
hydraulic,IForest,2177,"{""normalise"": true}",1.3285016686106135,1.144714167573569,1.307873477347068,0.9204470473410848
