dataset_name,model_name,observation,metric_params,BreakDown,LIME,MAPLE,SHAP
hydraulic,IForest,1,"{""normalise"": true}",0.5279751626126999,0.6553071861380181,0.48083393425708676,0.24135434773339046
hydraulic,IForest,13,"{""normalise"": true}",0.33683881964246337,0.5110803703242818,0.36261616240716504,0.36333599309947995
hydraulic,IForest,63,"{""normalise"": true}",0.4290893205064415,0.5603270454574935,0.4675607751400342,0.3241696352745782
hydraulic,IForest,78,"{""normalise"": true}",0.39975498448202335,0.5156240409038269,0.4521854936801189,0.35489111286978803
hydraulic,IForest,101,"{""normalise"": true}",0.37715992677585525,0.512568335122612,0.38752782572652006,0.43177568807336375
hydraulic,IForest,102,"{""normalise"": true}",0.4304819334605189,0.5098985865020202,0.34822249383827686,0.4448806167136891
hydraulic,IForest,122,"{""normalise"": true}",0.40129906039739965,0.5218227855348596,0.3532782706875556,0.42902553895545376
hydraulic,IForest,162,"{""normalise"": true}",0.41808512852553603,0.48841505700808896,0.37538080754702424,0.2843088828316255
hydraulic,IForest,175,"{""normalise"": true}",0.4198557068738647,0.5090058908705405,0.31011296595748805,0.3070081937558545
hydraulic,IForest,309,"{""normalise"": true}",0.3839703895512067,0.5541993715482642,0.5131978702767087,0.2806996900805013
hydraulic,IForest,323,"{""normalise"": true}",0.46777624177854493,0.4305991283280146,0.39820468965988925,0.423163825547256
hydraulic,IForest,334,"{""normalise"": true}",0.2998040046261629,0.5715271595738256,0.7358286249334246,0.47927258523110455
hydraulic,IForest,348,"{""normalise"": true}",0.5455624399780538,0.2449979839326449,0.33895244974040434,0.30182927631405176
hydraulic,IForest,365,"{""normalise"": true}",0.44203677420172666,0.37549263068566324,0.48966808622448876,0.31250119929774056
hydraulic,IForest,386,"{""normalise"": true}",0.3444252508303428,0.3940277191443956,0.34940744656336997,0.2545326503336677
hydraulic,IForest,415,"{""normalise"": true}",0.45159415474642106,0.2375760216832837,0.46796046548312087,0.2822450794117292
hydraulic,IForest,523,"{""normalise"": true}",0.30135828754428184,0.37454495374848945,0.6940059743772147,0.2091705018530907
hydraulic,IForest,621,"{""normalise"": true}",0.45820201337723326,0.362592445795097,0.37590809501362893,0.37188002004323695
hydraulic,IForest,641,"{""normalise"": true}",0.3160984374009022,0.37412967688396637,0.7616227182155475,0.22445043715100557
hydraulic,IForest,686,"{""normalise"": true}",0.298151290372451,0.402008329102235,0.45174969202406257,0.17924701745920432
hydraulic,IForest,695,"{""normalise"": true}",0.28371900220940527,0.6038429549189622,0.46503727260559985,0.31592434110343237
hydraulic,IForest,699,"{""normalise"": true}",0.2825395801375192,0.5354524875189647,0.4204489606266236,0.3384694466023781
hydraulic,IForest,706,"{""normalise"": true}",0.2837199833992292,0.5544960674382279,0.5055706016169468,0.3381821752330899
hydraulic,IForest,718,"{""normalise"": true}",0.4259191051668588,0.5576227662876895,0.6012911102368224,0.3927609500104553
hydraulic,IForest,749,"{""normalise"": true}",0.4216296189734802,0.5545024132272628,0.6900025708681375,0.3256295837285501
hydraulic,IForest,782,"{""normalise"": true}",0.39047027961543007,0.40165065516570164,0.6631148612418047,0.24557110798566278
hydraulic,IForest,844,"{""normalise"": true}",0.4364049402197021,0.42574429090514154,0.565876280051992,0.17839007969403864
hydraulic,IForest,892,"{""normalise"": true}",0.41399976996389887,0.40411679828225794,0.28281014444527375,0.22846867113793712
hydraulic,IForest,901,"{""normalise"": true}",0.48353988059350433,0.45265178173994997,0.587923548083904,0.2086011739169693
hydraulic,IForest,949,"{""normalise"": true}",0.4233989203510197,0.4360729738397817,0.6493556839103324,0.2951102721810229
hydraulic,IForest,966,"{""normalise"": true}",0.4282780366288355,0.4380882388297251,0.5056129797093729,0.5624901281295699
hydraulic,IForest,994,"{""normalise"": true}",0.41550736546700223,0.34892655566369457,0.607196994808823,0.32004264976392666
